 &SRS
 SRSRUN=14756,SRSDAT=201364,SRSTIM=112410,
 SRSSTN='ws00',SRSPRJ='i02     ',SRSEXP='commissi',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
 &END
miniap_y	i_pin	Time
46.034	0.0015984	  0.00
46.036	0.0023640	  0.00
46.038	0.0033402	  0.00
46.040	0.0046419	  0.00
46.042	0.0064424	  0.00
46.044	0.0090610	  0.00
46.046	0.013355	  0.00
46.048	0.019212	  0.00
46.050	0.024976	  0.00
46.052	0.032772	  0.00
46.054	0.044555	  0.00
46.056	0.057586	  0.00
46.058	0.075434	  0.00
46.060	0.098403	  0.00
46.062	0.11639	  0.00
46.064	0.13257	  0.00
46.066	0.14291	  0.00
46.068	0.14475	  0.00
46.070	0.14045	  0.00
46.072	0.12891	  0.00
46.074	0.11621	  0.00
46.076	0.095180	  0.00
46.078	0.070642	  0.00
46.080	0.050082	  0.00
46.082	0.037910	  0.00
46.084	0.025657	  0.00
46.086	0.018566	  0.00
46.088	0.013451	  0.00
46.090	0.0096263	  0.00
46.092	0.0068282	  0.00
46.094	0.0051041	  0.00
46.096	0.0035655	  0.00
46.098	0.0025575	  0.00
46.100	0.0016820	  0.00
46.102	0.0011093	  0.00
46.104	0.00055192	  0.00
46.106	0.00023871	  0.00
46.108	-1.7112e-05	  0.00
46.110	-0.00022288	  0.00
46.112	-0.00038041	  0.00
46.114	-0.00045368	  0.00
46.116	-0.00059107	  0.00
46.118	-0.00070220	  0.00
46.120	-0.00076082	  0.00
46.122	-0.00078768	  0.00
46.124	-0.00082798	  0.00
46.126	-0.00089332	  0.00
46.128	-0.00089699	  0.00
46.130	-0.00086950	  0.00
46.132	-0.00088416	  0.00
46.134	-0.00090675	  0.00
46.136	-0.00091958	  0.00
46.138	-0.00096354	  0.00
46.140	-0.00090920	  0.00
46.142	-0.00092141	  0.00
46.144	-0.00087317	  0.00
46.146	-0.00091469	  0.00
46.148	-0.00090004	  0.00
46.150	-0.00095804	  0.00
46.152	-0.00089943	  0.00
46.154	-0.00091042	  0.00
46.156	-0.00091652	  0.00
46.158	-0.00087622	  0.00
46.160	-0.00091652	  0.00
46.162	-0.00087012	  0.00
46.164	-0.00092996	  0.00
46.166	-0.00091713	  0.00
46.168	-0.00091408	  0.00
46.170	-0.00091286	  0.00
46.172	-0.00092690	  0.00
46.174	-0.00089882	  0.00
46.176	-0.00092141	  0.00
46.178	-0.00089149	  0.00
46.180	-0.00089943	  0.00
46.182	-0.00092446	  0.00
46.184	-0.00092324	  0.00
46.186	-0.00087805	  0.00
46.188	-0.00091652	  0.00
46.190	-0.00092019	  0.00
46.192	-0.00093179	  0.00
46.194	-0.00087622	  0.00
46.196	-0.00087317	  0.00
46.198	-0.00089943	  0.00
46.200	-0.00092568	  0.00
46.202	-0.00091530	  0.00
46.204	-0.00091225	  0.00
46.206	-0.00090798	  0.00
46.208	-0.00093362	  0.00
46.210	-0.00090004	  0.00
46.212	-0.00093728	  0.00
46.214	-0.00094034	  0.00
46.216	-0.00093484	  0.00
46.218	-0.00091042	  0.00
46.220	-0.0010044	  0.00
46.222	-0.00090859	  0.00
46.224	-0.00092812	  0.00
46.226	-0.00096720	  0.00
46.228	-0.00085607	  0.00
46.230	-0.00097881	  0.00
46.232	-0.00094461	  0.00
46.234	-0.00095560	  0.00
46.236	-0.00092263	  0.00
46.238	-0.00095255	  0.00
46.240	-0.00096476	  0.00
46.242	-0.00085302	  0.00
46.244	-0.00097392	  0.00
46.246	-0.00096293	  0.00
46.248	-0.0010148	  0.00
46.250	-0.00092690	  0.00
46.252	-0.00093118	  0.00
46.254	-0.00093484	  0.00
46.256	-0.00087500	  0.00
46.258	-0.00087927	  0.00
46.260	-0.00089271	  0.00
46.262	-0.00096537	  0.00
46.264	-0.00091042	  0.00
46.266	-0.00092812	  0.00
46.268	-0.00096232	  0.00
46.270	-0.00094156	  0.00
46.272	-0.00089638	  0.00
46.274	-0.00096171	  0.00
46.276	-0.00096293	  0.00
46.278	-0.00092873	  0.00
46.280	-0.00094766	  0.00
46.282	-0.00091652	  0.00
46.284	-0.00091164	  0.00
46.286	-0.00098858	  0.00
46.288	-0.00092568	  0.00
46.290	-0.00095010	  0.00
46.292	-0.00093301	  0.00
46.294	-0.00096476	  0.00
46.296	-0.00097514	  0.00
46.298	-0.00092385	  0.00
46.300	-0.00093484	  0.00
46.302	-0.00093484	  0.00
46.304	-0.00095377	  0.00
46.306	-0.00093423	  0.00
46.308	-0.00097453	  0.00
46.310	-0.00094217	  0.00
46.312	-0.00083287	  0.00
46.314	-0.00088844	  0.00
46.316	-0.00092935	  0.00
46.318	-0.00093057	  0.00
46.320	-0.00094583	  0.00
46.322	-0.00096903	  0.00
46.324	-0.00092080	  0.00
46.326	-0.00096842	  0.00
46.328	-0.00094522	  0.00
46.330	-0.00092568	  0.00
46.332	-0.00095010	  0.00
46.334	-0.00095377	  0.00
46.336	-0.00093728	  0.00
46.338	-0.00093179	  0.00
46.340	-0.00093850	  0.00
46.342	-0.00095560	  0.00
46.344	-0.00093972	  0.00
46.346	-0.00092507	  0.00
46.348	-0.00094644	  0.00
46.350	-0.00093362	  0.00
46.352	-0.00093606	  0.00
46.354	-0.00092812	  0.00
46.356	-0.00093057	  0.00
46.358	-0.00097148	  0.00
46.360	-0.00092141	  0.00
46.362	-0.00098247	  0.00
46.364	-0.0010191	  0.00
46.366	-0.00094644	  0.00
46.368	-0.00093179	  0.00
46.370	-0.00090065	  0.00
46.372	-0.00098980	  0.00
46.374	-0.00093240	  0.00
46.376	-0.00095010	  0.00
46.378	-0.00091836	  0.00
46.380	-0.00089149	  0.00
46.382	-0.00093911	  0.00
46.384	-0.00096110	  0.00
46.386	-0.00092996	  0.00
46.388	-0.00098125	  0.00
46.390	-0.00095071	  0.00
46.392	-0.00098858	  0.00
46.394	-0.00098613	  0.00
46.396	-0.00095499	  0.00
46.398	-0.00098552	  0.00
46.400	-0.00095194	  0.00
46.402	-0.00090798	  0.00
46.404	-0.00089271	  0.00
46.406	-0.00093240	  0.00
46.408	-0.00098003	  0.00
46.410	-0.00098735	  0.00
46.412	-0.00092385	  0.00
46.414	-0.00097453	  0.00
46.416	-0.00090065	  0.00
46.418	-0.00091713	  0.00
46.420	-0.00095316	  0.00
46.422	-0.00094461	  0.00
46.424	-0.00093118	  0.00
46.426	-0.00093728	  0.00
46.428	-0.00093911	  0.00
46.430	-0.00092263	  0.00
46.432	-0.00093972	  0.00
46.434	-0.00092507	  0.00
46.436	-0.00093667	  0.00
46.438	-0.00090248	  0.00
46.440	-0.00091469	  0.00
46.442	-0.00093118	  0.00
46.444	-0.00094888	  0.00
46.446	-0.00095194	  0.00
46.448	-0.00094095	  0.00
46.450	-0.00091164	  0.00
46.452	-0.00095071	  0.00
46.454	-0.00093545	  0.00
46.456	-0.00093789	  0.00
46.458	-0.00087928	  0.00
46.460	-0.00095071	  0.00
46.462	-0.00089637	  0.00
46.464	-0.00091164	  0.00
46.466	-0.00088416	  0.00
46.468	-0.00095377	  0.00
46.470	-0.00094644	  0.00
46.472	-0.00097087	  0.00
46.474	-0.00095743	  0.00
46.476	-0.00094522	  0.00
46.478	-0.00090309	  0.00
46.480	-0.0010148	  0.00
46.482	-0.00093484	  0.00
46.484	-0.00096537	  0.00
46.486	-0.00094278	  0.00
46.488	-0.00097392	  0.00
46.490	-0.00094339	  0.00
46.492	-0.00096598	  0.00
46.494	-0.00092935	  0.00
46.496	-0.00093667	  0.00
46.498	-0.0010020	  0.00
46.500	-0.00095682	  0.00
46.502	-0.00096354	  0.00
46.504	-0.00093545	  0.00
46.506	-0.00094522	  0.00
46.508	-0.00096415	  0.00
46.510	-0.00091958	  0.00
46.512	-0.00095743	  0.00
46.514	-0.00094644	  0.00
46.516	-0.00094034	  0.00
46.518	-0.00089760	  0.00
46.520	-0.00095316	  0.00
46.522	-0.00094888	  0.00
46.524	-0.00092202	  0.00
46.526	-0.00095071	  0.00
46.528	-0.00094461	  0.00
46.530	-0.00095255	  0.00
46.532	-0.00095071	  0.00
46.534	-0.00094095	  0.00
46.536	-0.00098491	  0.00
46.538	-0.00090553	  0.00
46.540	-0.00095133	  0.00
46.542	-0.00089027	  0.00
46.544	-0.00094034	  0.00
46.546	-0.00095926	  0.00
46.548	-0.00093545	  0.00
46.550	-0.00092141	  0.00
46.552	-0.00094644	  0.00
46.554	-0.00099651	  0.00
46.556	-0.00094034	  0.00
46.558	-0.00093484	  0.00
46.560	-0.00093972	  0.00
46.562	-0.00096293	  0.00
46.564	-0.00094095	  0.00
46.566	-0.00094766	  0.00
46.568	-0.00097026	  0.00
46.570	-0.00094095	  0.00
46.572	-0.00094278	  0.00
46.574	-0.00098308	  0.00
46.576	-0.00093972	  0.00
46.578	-0.00093789	  0.00
46.580	-0.00093728	  0.00
46.582	-0.00093606	  0.00
46.584	-0.00088721	  0.00
46.586	-0.00095560	  0.00
46.588	-0.00096598	  0.00
46.590	-0.00095743	  0.00
46.592	-0.00093057	  0.00
46.594	-0.00094034	  0.00
46.596	-0.00094034	  0.00
46.598	-0.00095133	  0.00
46.600	-0.00088721	  0.00
46.602	-0.00097819	  0.00
46.604	-0.00093667	  0.00
46.606	-0.00093484	  0.00
46.608	-0.00095010	  0.00
46.610	-0.00094766	  0.00
46.612	-0.00094339	  0.00
46.614	-0.00093911	  0.00
46.616	-0.00095133	  0.00
46.618	-0.00097392	  0.00
46.620	-0.00093179	  0.00
46.622	-0.00092385	  0.00
46.624	-0.00092935	  0.00
46.626	-0.00096171	  0.00
46.628	-0.00093179	  0.00
46.630	-0.00086218	  0.00
46.632	-0.00093240	  0.00
46.634	-0.00095194	  0.00
46.636	-0.00095255	  0.00
46.638	-0.00094705	  0.00
46.640	-0.00093972	  0.00
46.642	-0.00092019	  0.00
46.644	-0.00093911	  0.00
46.646	-0.00095010	  0.00
46.648	-0.00092690	  0.00
46.650	-0.00092446	  0.00
46.652	-0.00097087	  0.00
46.654	-0.00097453	  0.00
46.656	-0.00092629	  0.00
46.658	-0.00095621	  0.00
46.660	-0.00093606	  0.00
46.662	-0.00093728	  0.00
46.664	-0.00095255	  0.00
46.666	-0.00096904	  0.00
46.668	-0.00093301	  0.00
46.670	-0.00093850	  0.00
46.672	-0.00097453	  0.00
46.674	-0.00096232	  0.00
46.676	-0.00092507	  0.00
46.678	-0.00093423	  0.00
46.680	-0.00093972	  0.00
46.682	-0.00093362	  0.00
46.684	-0.00096720	  0.00
46.686	-0.00094766	  0.00
46.688	-0.00094339	  0.00
46.690	-0.00093362	  0.00
46.692	-0.00095743	  0.00
46.694	-0.00094278	  0.00
46.696	-0.00092996	  0.00
46.698	-0.00094888	  0.00
46.700	-0.00092935	  0.00
46.702	-0.00093057	  0.00
46.704	-0.00094095	  0.00
46.706	-0.00095621	  0.00
46.708	-0.00096659	  0.00
46.710	-0.00097697	  0.00
46.712	-0.00092629	  0.00
46.714	-0.00095988	  0.00
46.716	-0.00095926	  0.00
46.718	-0.00092568	  0.00
46.720	-0.00094888	  0.00
46.722	-0.00094156	  0.00
46.724	-0.00092568	  0.00
46.726	-0.00093179	  0.00
46.728	-0.00093972	  0.00
46.730	-0.00092996	  0.00
46.732	-0.00094766	  0.00
46.734	-0.00092507	  0.00
46.736	-0.00094949	  0.00
46.738	-0.00093850	  0.00
46.740	-0.00094949	  0.00
46.742	-0.00094095	  0.00
46.744	-0.00089698	  0.00
46.746	-0.00095377	  0.00
46.748	-0.00094888	  0.00
46.750	-0.00090798	  0.00
46.752	-0.00094644	  0.00
46.754	-0.00098186	  0.00
46.756	-0.00097026	  0.00
46.758	-0.00091713	  0.00
46.760	-0.00094766	  0.00
46.762	-0.00093423	  0.00
46.764	-0.00094400	  0.00
46.766	-0.00096537	  0.00
46.768	-0.00093667	  0.00
46.770	-0.00097942	  0.00
46.772	-0.00093118	  0.00
46.774	-0.00092385	  0.00
46.776	-0.00093484	  0.00
46.778	-0.00094949	  0.00
46.780	-0.00089454	  0.00
46.782	-0.00092507	  0.00
46.784	-0.00093850	  0.00
46.786	-0.00095316	  0.00
46.788	-0.00091591	  0.00
46.790	-0.00095010	  0.00
46.792	-0.00093667	  0.00
46.794	-0.00094034	  0.00
46.796	-0.00093118	  0.00
46.798	-0.00095010	  0.00
46.800	-0.00093362	  0.00
46.802	-0.00094766	  0.00
46.804	-0.00094278	  0.00
46.806	-0.00090859	  0.00
46.808	-0.00095316	  0.00
46.810	-0.00093423	  0.00
46.812	-0.00094583	  0.00
46.814	-0.00095194	  0.00
46.816	-0.00095926	  0.00
46.818	-0.00086584	  0.00
46.820	-0.00094522	  0.00
46.822	-0.00096049	  0.00
46.824	-0.00085668	  0.00
46.826	-0.00092324	  0.00
46.828	-0.00094766	  0.00
46.830	-0.00091042	  0.00
46.832	-0.00094156	  0.00
46.834	-0.00093362	  0.00
46.836	-0.00094522	  0.00
46.838	-0.00091591	  0.00
46.840	-0.00092996	  0.00
46.842	-0.00091958	  0.00
46.844	-0.00093728	  0.00
46.846	-0.00093240	  0.00
46.848	-0.00093301	  0.00
46.850	-0.00093301	  0.00
46.852	-0.00092507	  0.00
46.854	-0.00095804	  0.00
46.856	-0.00093484	  0.00
46.858	-0.00094400	  0.00
46.860	-0.00094827	  0.00
46.862	-0.00096720	  0.00
46.864	-0.00093179	  0.00
46.866	-0.00093850	  0.00
46.868	-0.00093911	  0.00
46.870	-0.00093240	  0.00
46.872	-0.00092324	  0.00
46.874	-0.00092812	  0.00
46.876	-0.00097148	  0.00
46.878	-0.00095010	  0.00
46.880	-0.00093423	  0.00
46.882	-0.00093301	  0.00
46.884	-0.00095621	  0.00
46.886	-0.00095377	  0.00
46.888	-0.00094400	  0.00
46.890	-0.00094949	  0.00
46.892	-0.00093850	  0.00
46.894	-0.00093484	  0.00
46.896	-0.00092873	  0.00
46.898	-0.00095621	  0.00
46.900	-0.00089882	  0.00
