Wedge Number, DWD, Elastic Yield (wedge), Diffraction Efficiency, AD-WC, AD-ExpRegion, Max Dose, Dose Threshold, Abs En Threshold, TAD, Dose Contrast, Used Volume, Wedge Absorbed Energy, Dose Inefficiency
1, 11.879796, 412648213814.513600, 34735295886.740036, 16.975662, 16.975662, 58.128309, 8.143965, 95.000000, 18.396379, 3.159769, 100.000000, 0.009471, 6.137406
