-50.0,-40.0,-30.0,0,0,0
-50.0,-40.0,-28.0,2.5682929,5.6181478E-5,1040510.7
-50.0,-40.0,-26.0,2.5346637,5.5445842E-5,1026886.25
-50.0,-40.0,-24.0,2.524542,5.5224427E-5,1022785.56
-50.0,-40.0,-22.0,2.5646386,5.610154E-5,1039030.2
-50.0,-40.0,-20.0,2.605775,5.70014E-5,1055696.1
-50.0,-40.0,-18.0,2.6275175,5.7477017E-5,1064504.8
-50.0,-40.0,-16.0,2.6242118,5.7404704E-5,1063165.5
-50.0,-40.0,-14.0,2.6198041,5.7308287E-5,1061379.8
-50.0,-40.0,-12.0,2.6177347,5.726302E-5,1060541.4
-50.0,-40.0,-10.0,2.6141665,5.7184967E-5,1059095.8
-50.0,-40.0,-8.0,2.612903,5.7157326E-5,1058583.9
-50.0,-40.0,-6.0,2.6115935,5.712868E-5,1058053.4
-50.0,-40.0,-4.0,2.6116123,5.712909E-5,1058061.0
-50.0,-40.0,-2.0,2.6108694,5.7112844E-5,1057760.0
-50.0,-40.0,0.0,2.607521,5.7039593E-5,1056403.4
-50.0,-40.0,2.0,2.6097968,5.708938E-5,1057325.5
-50.0,-40.0,4.0,2.6112874,5.7121983E-5,1057929.4
-50.0,-40.0,6.0,2.6110451,5.7116682E-5,1057831.1
-50.0,-40.0,8.0,2.6121016,5.713979E-5,1058259.1
-50.0,-40.0,10.0,2.613982,5.718093E-5,1059021.0
-50.0,-40.0,12.0,2.6161242,5.7227786E-5,1059888.9
-50.0,-40.0,14.0,2.6210341,5.7335194E-5,1061878.1
-50.0,-40.0,16.0,2.624027,5.7400663E-5,1063090.6
-50.0,-40.0,18.0,2.627279,5.74718E-5,1064408.1
-50.0,-40.0,20.0,2.6052496,5.698991E-5,1055483.2
-50.0,-40.0,22.0,2.5613432,5.6029454E-5,1037695.06
-50.0,-40.0,24.0,2.5257518,5.525089E-5,1023275.7
-50.0,-40.0,26.0,2.53352,5.542082E-5,1026422.9
-50.0,-40.0,28.0,2.5681493,5.6178338E-5,1040452.56
-50.0,-40.0,30.0,2.5973117,5.6816265E-5,1052267.2
-50.0,-38.0,-30.0,0,0,0
-50.0,-38.0,-28.0,2.643757,5.7832258E-5,1071084.0
-50.0,-38.0,-26.0,2.6601894,5.8191716E-5,1077741.4
-50.0,-38.0,-24.0,2.682793,5.868617E-5,1086898.9
-50.0,-38.0,-22.0,2.7289922,5.969678E-5,1105616.0
-50.0,-38.0,-20.0,2.7666488,6.052052E-5,1120872.0
-50.0,-38.0,-18.0,2.7865481,6.095582E-5,1128934.0
-50.0,-38.0,-16.0,2.7781906,6.0772996E-5,1125548.0
-50.0,-38.0,-14.0,2.7751303,6.0706054E-5,1124308.1
-50.0,-38.0,-12.0,2.7803922,6.0821156E-5,1126440.0
-50.0,-38.0,-10.0,2.792634,6.108895E-5,1131399.5
-50.0,-38.0,-8.0,2.814577,6.156895E-5,1140289.5
-50.0,-38.0,-6.0,2.8281736,6.1866376E-5,1145798.0
-50.0,-38.0,-4.0,2.8375237,6.207091E-5,1149586.0
-50.0,-38.0,-2.0,2.8423884,6.217732E-5,1151556.9
